City,Country,Region,Segment,Ship Mode,State,Days to Ship,Product Name,Discount,Actual Discount,Sales,Profit,Quantity,Category,Sub-Category,Year
Runcorn,United Kingdom,North,Home Office,Economy,England,4,"Cardinal 3-Hole Punch, Recycled",0.0,0.0,58,17,2,Office Supplies,Binders,2014
Vanves,France,Central,Consumer,Economy Plus,Ile-de-France,4,"Harbour Creations Executive Leather Armchair, Black",0.1,85.2,852,180,2,Furniture,Chairs,2014
Vanves,France,Central,Consumer,Economy Plus,Ile-de-France,4,"Xerox Note Cards, Premium",0.0,0.0,132,26,5,Office Supplies,Paper,2014
Dundee,United Kingdom,North,Consumer,Economy,Scotland,5,"Eldon Photo Frame, Erganomic",0.30000000000000004,35.7,119,7,3,Furniture,Furnishings,2014
Dundee,United Kingdom,North,Consumer,Economy,Scotland,5,"Fellowes File Cart, Single Width",0.0,0.0,137,0,1,Office Supplies,Storage,2014
Sheffield,United Kingdom,North,Consumer,Economy Plus,England,2,"Chromcraft Training Table, with Bottom Storage",0.5,497.0,994,-398,7,Furniture,Tables,2014
Sheffield,United Kingdom,North,Consumer,Economy Plus,England,2,"Fellowes File Cart, Wire Frame",0.5,68.0,136,-79,2,Office Supplies,Storage,2014
Odivelas,Portugal,South,Corporate,Economy Plus,Lisboa,5,"Boston Pencil Sharpener, Water Color",0.5,14.5,29,-22,2,Office Supplies,Art,2014
Rotterdam,Netherlands,Central,Consumer,Priority,South Holland,2,"Stanley Sketch Pad, Water Color",0.5,24.0,48,-30,2,Office Supplies,Art,2014
Rotterdam,Netherlands,Central,Consumer,Priority,South Holland,2,"Ibico Binder, Economy",0.5,7.5,15,-7,2,Office Supplies,Binders,2014
Vienna,Austria,Central,Consumer,Economy Plus,Vienna,2,"Hewlett Fax Machine, Color",0.0,0.0,1285,450,4,Technology,Copiers,2014
Nanterre,France,Central,Consumer,Economy,Ile-de-France,5,"Safco 3-Shelf Cabinet, Mobile",0.1,108.0,1080,36,7,Furniture,Bookcases,2014
Nanterre,France,Central,Consumer,Economy,Ile-de-France,5,"Rogers Box, Blue",0.1,6.5,65,-6,3,Office Supplies,Storage,2014
Nanterre,France,Central,Consumer,Economy,Ile-de-France,5,"Rogers Lockers, Industrial",0.1,57.3,573,178,3,Office Supplies,Storage,2014
Kingswood,United Kingdom,North,Home Office,Economy Plus,England,5,"Canon Wireless Fax, Laser",0.0,0.0,1893,928,5,Technology,Copiers,2014
Orihuela,Spain,South,Corporate,Priority,Valenciana,3,"Sauder Stackable Bookrack, Traditional",0.0,0.0,439,66,3,Furniture,Bookcases,2014
Orihuela,Spain,South,Corporate,Priority,Valenciana,3,"Stiletto Scissors, Easy Grip",0.0,0.0,25,7,1,Office Supplies,Supplies,2014
Apeldoorn,Netherlands,Central,Corporate,Economy,Gelderland,6,"Binney & Smith Markers, Water Color",0.5,13.5,27,-18,2,Office Supplies,Art,2014
Meyzieu,France,Central,Consumer,Economy,Auvergne-Rhône-Alpes,4,"Tenex File Cart, Single Width",0.1,60.4,604,-7,5,Office Supplies,Storage,2014
Wolfsburg,Germany,Central,Corporate,Economy,Lower Saxony,4,"BIC Pens, Easy-Erase",0.0,0.0,44,10,3,Office Supplies,Art,2014
Turku,Finland,North,Consumer,Economy,Finland Proper,7,"Sharp Ink, Laser",0.0,0.0,249,40,2,Technology,Copiers,2014
Barry,United Kingdom,North,Consumer,Economy Plus,Wales,3,"Ibico 3-Hole Punch, Durable",0.0,0.0,64,24,2,Office Supplies,Binders,2014
Rome,Italy,South,Corporate,Economy Plus,Lazio,2,"Hon Swivel Stool, Set of Two",0.6000000000000001,79.8,133,-119,2,Furniture,Chairs,2014
Viersen,Germany,Central,Consumer,Economy,North Rhine-Westphalia,6,"Office Star Bag Chairs, Black",0.1,9.5,95,33,2,Furniture,Chairs,2014
Viersen,Germany,Central,Consumer,Economy,North Rhine-Westphalia,6,"Stockwell Clamps, Bulk Pack",0.0,0.0,115,25,6,Office Supplies,Fasteners,2014
Viersen,Germany,Central,Consumer,Economy,North Rhine-Westphalia,6,"Tenex File Cart, Blue",0.1,24.0,240,21,2,Office Supplies,Storage,2014
Viersen,Germany,Central,Consumer,Economy,North Rhine-Westphalia,6,"Okidata Calculator, Durable",0.0,0.0,157,11,3,Technology,Machines,2014
Tarbes,France,Central,Home Office,Economy,Languedoc-Roussillon-Midi-Pyrénées,5,"SAFCO Bag Chairs, Set of Two",0.1,14.0,140,34,3,Furniture,Chairs,2014
Tarbes,France,Central,Home Office,Economy,Languedoc-Roussillon-Midi-Pyrénées,5,"Stockwell Clamps, 12 Pack",0.0,0.0,56,27,3,Office Supplies,Fasteners,2014
Weimar,Germany,Central,Consumer,Priority,Thuringia,2,"Rogers File Cart, Industrial",0.1,25.5,255,20,2,Office Supplies,Storage,2014
Outreau,France,Central,Corporate,Economy Plus,Nord-Pas-de-Calais-Picardie,2,"Cisco Audio Dock, Cordless",0.15,188.55,1257,-30,8,Technology,Phones,2014
Chartres,France,Central,Home Office,Economy,Centre-Val de Loire,7,"Hewlett Personal Copier, Color",0.15,18.6,124,-15,1,Technology,Copiers,2014
Ponferrada,Spain,South,Consumer,Immediate,Castile and León,0,"BIC Canvas, Easy-Erase",0.0,0.0,324,110,6,Office Supplies,Art,2014
Gallarate,Italy,South,Home Office,Priority,Lombardy,1,"Hon Rocking Chair, Red",0.6000000000000001,94.2,157,-204,3,Furniture,Chairs,2014
Gallarate,Italy,South,Home Office,Priority,Lombardy,1,"Canon Fax and Copier, High-Speed",0.0,0.0,948,66,5,Technology,Copiers,2014
Eindhoven,Netherlands,Central,Consumer,Priority,North Brabant,3,"Dania Library with Doors, Pine",0.5,636.5,1273,-993,7,Furniture,Bookcases,2014
Eindhoven,Netherlands,Central,Consumer,Priority,North Brabant,3,"Smead Box, Single Width",0.5,5.5,11,-5,2,Office Supplies,Storage,2014
Dorsten,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"Bush Classic Bookcase, Traditional",0.1,74.3,743,256,2,Furniture,Bookcases,2014
Dorsten,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"Office Star Steel Folding Chair, Adjustable",0.1,25.4,254,107,3,Furniture,Chairs,2014
Dorsten,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"Stanley Pens, Blue",0.0,0.0,30,15,3,Office Supplies,Art,2014
Dorsten,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"OIC Thumb Tacks, Assorted Sizes",0.0,0.0,46,18,4,Office Supplies,Fasteners,2014
Dorsten,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"Panasonic Card Printer, White",0.0,0.0,861,327,5,Technology,Machines,2014
Gateshead,United Kingdom,North,Consumer,Economy,England,7,"Tenex Photo Frame, Black",0.30000000000000004,10.8,36,-1,1,Furniture,Furnishings,2014
Gateshead,United Kingdom,North,Consumer,Economy,England,7,"KitchenAid Toaster, White",0.0,0.0,167,67,2,Office Supplies,Appliances,2014
Gateshead,United Kingdom,North,Consumer,Economy,England,7,"Acco Binding Machine, Economy",0.0,0.0,102,30,2,Office Supplies,Binders,2014
Gateshead,United Kingdom,North,Consumer,Economy,England,7,"Novimex File Folder Labels, Alphabetical",0.0,0.0,40,6,5,Office Supplies,Labels,2014
Gateshead,United Kingdom,North,Consumer,Economy,England,7,"Novimex Removable Labels, Adjustable",0.0,0.0,31,3,3,Office Supplies,Labels,2014
Gateshead,United Kingdom,North,Consumer,Economy,England,7,"Smead Box, Blue",0.0,0.0,22,0,2,Office Supplies,Storage,2014
Gateshead,United Kingdom,North,Consumer,Economy,England,7,"Panasonic Printer, Durable",0.0,0.0,1066,224,4,Technology,Machines,2014
Gateshead,United Kingdom,North,Consumer,Economy,England,7,"Apple Signal Booster, Full Size",0.0,0.0,414,21,3,Technology,Phones,2014
Tilburg,Netherlands,Central,Consumer,Economy,North Brabant,4,"Avery Binder Covers, Economy",0.5,11.0,22,-8,4,Office Supplies,Binders,2014
Tilburg,Netherlands,Central,Consumer,Economy,North Brabant,4,"Wilson Jones Binder Covers, Economy",0.5,8.5,17,-8,3,Office Supplies,Binders,2014
Tilburg,Netherlands,Central,Consumer,Economy,North Brabant,4,"Ames Business Envelopes, Recycled",0.5,23.5,47,-11,7,Office Supplies,Envelopes,2014
Tilburg,Netherlands,Central,Consumer,Economy,North Brabant,4,"Eaton Memo Slips, Multicolor",0.5,19.0,38,-25,5,Office Supplies,Paper,2014
Tilburg,Netherlands,Central,Consumer,Economy,North Brabant,4,"Green Bar Message Books, Premium",0.5,24.0,48,-38,4,Office Supplies,Paper,2014
Tilburg,Netherlands,Central,Consumer,Economy,North Brabant,4,"Canon Ink, High-Speed",0.5,109.0,218,-79,3,Technology,Copiers,2014
Tilburg,Netherlands,Central,Consumer,Economy,North Brabant,4,"Canon Wireless Fax, Color",0.5,950.5,1901,-1673,10,Technology,Copiers,2014
Tilburg,Netherlands,Central,Consumer,Economy,North Brabant,4,"Nokia Signal Booster, Full Size",0.5,103.5,207,-120,3,Technology,Phones,2014
Almelo,Netherlands,Central,Home Office,Economy Plus,Overijssel,2,"Boston Canvas, Easy-Erase",0.5,54.0,108,-58,4,Office Supplies,Art,2014
Aberdeen,United Kingdom,North,Corporate,Priority,Scotland,1,"Wilson Jones Binding Machine, Recycled",0.0,0.0,197,22,4,Office Supplies,Binders,2014
Aberdeen,United Kingdom,North,Corporate,Priority,Scotland,1,"Stockwell Staples, 12 Pack",0.0,0.0,108,40,11,Office Supplies,Fasteners,2014
London,United Kingdom,North,Consumer,Immediate,England,0,"SAFCO Steel Folding Chair, Red",0.1,30.9,309,127,4,Furniture,Chairs,2014
London,United Kingdom,North,Consumer,Immediate,England,0,"Avery Binding Machine, Clear",0.1,17.4,174,4,4,Office Supplies,Binders,2014
London,United Kingdom,North,Consumer,Immediate,England,0,"Kraft Manila Envelope, Set of 50",0.1,4.8,48,1,2,Office Supplies,Envelopes,2014
Gothenburg,Sweden,North,Consumer,Economy,Västra Götaland,7,"Nokia Office Telephone, VoIP",0.5,130.5,261,-68,8,Technology,Phones,2014
Malakoff,France,Central,Home Office,Economy,Ile-de-France,5,"Acme Letter Opener, Easy Grip",0.0,0.0,32,9,1,Office Supplies,Supplies,2014
Malakoff,France,Central,Home Office,Economy,Ile-de-France,5,"Sharp Ink, High-Speed",0.15,109.5,730,-60,7,Technology,Copiers,2014
Duisburg,Germany,Central,Consumer,Economy,North Rhine-Westphalia,4,"Tenex Clock, Duo Pack",0.0,0.0,101,38,2,Furniture,Furnishings,2014
Duisburg,Germany,Central,Consumer,Economy,North Rhine-Westphalia,4,"Sanford Pencil Sharpener, Fluorescent",0.0,0.0,52,18,2,Office Supplies,Art,2014
Duisburg,Germany,Central,Consumer,Economy,North Rhine-Westphalia,4,"Rogers Box, Wire Frame",0.1,10.4,104,2,5,Office Supplies,Storage,2014
Espoo,Finland,North,Consumer,Economy Plus,Uusimaa,5,"Cardinal 3-Hole Punch, Durable",0.0,0.0,61,28,2,Office Supplies,Binders,2014
Espoo,Finland,North,Consumer,Economy Plus,Uusimaa,5,"Ames Peel and Seal, Security-Tint",0.0,0.0,42,13,2,Office Supplies,Envelopes,2014
London,United Kingdom,North,Consumer,Economy Plus,England,4,"Avery Shipping Labels, 5000 Label Set",0.1,8.8,88,27,8,Office Supplies,Labels,2014
London,United Kingdom,North,Consumer,Economy Plus,England,4,"Smead Trays, Wire Frame",0.1,4.3,43,1,1,Office Supplies,Storage,2014
Roubaix,France,Central,Consumer,Economy Plus,Nord-Pas-de-Calais-Picardie,4,"Avery Binder, Durable",0.0,0.0,58,3,4,Office Supplies,Binders,2014
Conflans-Sainte-Honorine,France,Central,Consumer,Economy,Ile-de-France,5,"Sanford Highlighters, Easy-Erase",0.0,0.0,32,1,2,Office Supplies,Art,2014
Wiesbaden,Germany,Central,Corporate,Priority,Hesse,1,"Eaton Cards & Envelopes, Premium",0.0,0.0,136,41,3,Office Supplies,Paper,2014
Bradford,United Kingdom,North,Consumer,Priority,England,2,"Novimex Removable Labels, Adjustable",0.0,0.0,72,7,7,Office Supplies,Labels,2014
Bradford,United Kingdom,North,Consumer,Priority,England,2,"Eldon File Cart, Single Width",0.0,0.0,384,69,3,Office Supplies,Storage,2014
Euskirchen,Germany,Central,Corporate,Immediate,North Rhine-Westphalia,0,"Rogers Lockers, Industrial",0.1,152.7,1527,475,8,Office Supplies,Storage,2014
Rome,Italy,South,Corporate,Economy,Lazio,5,"Xerox Cards & Envelopes, Multicolor",0.0,0.0,139,14,3,Office Supplies,Paper,2014
Rome,Italy,South,Corporate,Economy,Lazio,5,"Motorola Office Telephone, Cordless",0.4,53.6,134,-31,3,Technology,Phones,2014
Corbeil-Essonnes,France,Central,Consumer,Priority,Ile-de-France,3,"Acco 3-Hole Punch, Durable",0.0,0.0,221,91,7,Office Supplies,Binders,2014
Corbeil-Essonnes,France,Central,Consumer,Priority,Ile-de-France,3,"Samsung Office Telephone, with Caller ID",0.15,24.9,166,16,3,Technology,Phones,2014
Southend-on-Sea,United Kingdom,North,Consumer,Immediate,England,0,"Konica Receipt Printer, Durable",0.0,0.0,245,71,2,Technology,Machines,2014
Poole,United Kingdom,North,Corporate,Economy Plus,England,5,"Binney & Smith Sketch Pad, Fluorescent",0.0,0.0,285,14,6,Office Supplies,Art,2014
Poole,United Kingdom,North,Corporate,Economy Plus,England,5,"Ibico Binding Machine, Recycled",0.0,0.0,104,19,2,Office Supplies,Binders,2014
Poole,United Kingdom,North,Corporate,Economy Plus,England,5,"Wilson Jones Binding Machine, Recycled",0.0,0.0,148,16,3,Office Supplies,Binders,2014
Poole,United Kingdom,North,Corporate,Economy Plus,England,5,"Logitech Flash Drive, Programmable",0.0,0.0,64,30,2,Technology,Accessories,2014
Cagliari,Italy,South,Corporate,Economy,Sardinia,4,"Smead Folders, Blue",0.4,16.8,42,-20,4,Office Supplies,Storage,2014
Cagliari,Italy,South,Corporate,Economy,Sardinia,4,"Fiskars Shears, High Speed",0.0,0.0,48,23,1,Office Supplies,Supplies,2014
Utrecht,Netherlands,Central,Consumer,Economy,Utrecht,4,"Novimex Steel Folding Chair, Black",0.5,199.5,399,-263,10,Furniture,Chairs,2014
Cardiff,United Kingdom,North,Home Office,Economy Plus,Wales,3,"Enermax Flash Drive, Programmable",0.0,0.0,129,46,3,Technology,Accessories,2014
Bochum,Germany,Central,Corporate,Immediate,North Rhine-Westphalia,0,"Boston Pencil Sharpener, Easy-Erase",0.0,0.0,242,39,8,Office Supplies,Art,2014
Nuremberg,Germany,Central,Consumer,Economy,Bavaria,4,"BIC Markers, Easy-Erase",0.0,0.0,27,7,1,Office Supplies,Art,2014
Nuremberg,Germany,Central,Consumer,Economy,Bavaria,4,"Fellowes Box, Industrial",0.1,10.9,109,-6,6,Office Supplies,Storage,2014
Molina de Segura,Spain,South,Home Office,Economy Plus,Murcia,3,"SanDisk Message Books, 8.5 x 11",0.0,0.0,56,27,2,Office Supplies,Paper,2014
Bielefeld,Germany,Central,Corporate,Economy,North Rhine-Westphalia,5,"Smead Folders, Industrial",0.1,3.2,32,5,2,Office Supplies,Storage,2014
Bielefeld,Germany,Central,Corporate,Economy,North Rhine-Westphalia,5,"Okidata Calculator, Wireless",0.0,0.0,157,3,3,Technology,Machines,2014
Jena,Germany,Central,Corporate,Economy Plus,Thuringia,2,"Avery Binder Covers, Durable",0.0,0.0,50,6,4,Office Supplies,Binders,2014
Jena,Germany,Central,Corporate,Economy Plus,Thuringia,2,"Wilson Jones Binder Covers, Clear",0.0,0.0,21,5,2,Office Supplies,Binders,2014
Reggio nell'Emilia,Italy,South,Corporate,Economy Plus,Emilia-Romagna,2,"SanDisk Parchment Paper, 8.5 x 11",0.0,0.0,167,25,8,Office Supplies,Paper,2014
Montreuil,France,Central,Consumer,Economy Plus,Ile-de-France,5,"Boston Pencil Sharpener, Water Color",0.0,0.0,64,32,2,Office Supplies,Art,2014
Benidorm,Spain,South,Corporate,Priority,Valenciana,3,"Avery Shipping Labels, 5000 Label Set",0.0,0.0,49,19,4,Office Supplies,Labels,2014
Benidorm,Spain,South,Corporate,Priority,Valenciana,3,"Nokia Signal Booster, VoIP",0.1,24.6,246,49,2,Technology,Phones,2014
Hasselt,Belgium,Central,Consumer,Immediate,Limburg,0,"Hoover Coffee Grinder, Black",0.0,0.0,478,239,7,Office Supplies,Appliances,2014
Hasselt,Belgium,Central,Consumer,Immediate,Limburg,0,"Stanley Sketch Pad, Blue",0.0,0.0,178,59,4,Office Supplies,Art,2014
Hasselt,Belgium,Central,Consumer,Immediate,Limburg,0,"Eldon Shelving, Industrial",0.0,0.0,98,3,2,Office Supplies,Storage,2014
Hasselt,Belgium,Central,Consumer,Immediate,Limburg,0,"Fellowes Lockers, Wire Frame",0.0,0.0,413,186,2,Office Supplies,Storage,2014
Hasselt,Belgium,Central,Consumer,Immediate,Limburg,0,"Memorex Keyboard, Erganomic",0.0,0.0,207,4,3,Technology,Accessories,2014
Mauguio,France,Central,Corporate,Priority,Languedoc-Roussillon-Midi-Pyrénées,3,"Binney & Smith Pens, Blue",0.0,0.0,143,60,12,Office Supplies,Art,2014
Rotherham,United Kingdom,North,Corporate,Economy,England,6,"Hewlett Fax Machine, Digital",0.0,0.0,320,147,1,Technology,Copiers,2014
West Bromwich,United Kingdom,North,Consumer,Economy Plus,England,2,"Fellowes Folders, Industrial",0.0,0.0,134,31,5,Office Supplies,Storage,2014
West Bromwich,United Kingdom,North,Consumer,Economy Plus,England,2,"Panasonic Calculator, Durable",0.0,0.0,101,14,2,Technology,Machines,2014
Annecy,France,Central,Home Office,Economy Plus,Auvergne-Rhône-Alpes,5,"Stockwell Thumb Tacks, Bulk Pack",0.0,0.0,53,13,4,Office Supplies,Fasteners,2014
Annecy,France,Central,Home Office,Economy Plus,Auvergne-Rhône-Alpes,5,"Eldon File Cart, Single Width",0.1,57.8,578,212,5,Office Supplies,Storage,2014
Vienna,Austria,Central,Home Office,Immediate,Vienna,0,"Eldon File Cart, Single Width",0.0,0.0,128,55,1,Office Supplies,Storage,2014
Montesson,France,Central,Consumer,Economy Plus,Ile-de-France,2,"Advantus Clamps, Assorted Sizes",0.0,0.0,67,9,4,Office Supplies,Fasteners,2014
Montesson,France,Central,Consumer,Economy Plus,Ile-de-France,2,"Eldon Shelving, Wire Frame",0.1,8.5,85,-2,2,Office Supplies,Storage,2014
Toulouse,France,Central,Consumer,Priority,Languedoc-Roussillon-Midi-Pyrénées,1,"Novimex Rocking Chair, Set of Two",0.6000000000000001,96.0,160,-197,3,Furniture,Chairs,2014
Toulouse,France,Central,Consumer,Priority,Languedoc-Roussillon-Midi-Pyrénées,1,"SanDisk Computer Printout Paper, Multicolor",0.5,15.5,31,-23,2,Office Supplies,Paper,2014
Limoges,France,Central,Consumer,Economy,Aquitaine-Limousin-Poitou-Charentes,4,"Fellowes File Cart, Single Width",0.1,49.4,494,-55,4,Office Supplies,Storage,2014
Valladolid,Spain,South,Corporate,Economy,Castile and León,4,"Stiletto Trimmer, Easy Grip",0.0,0.0,266,61,6,Office Supplies,Supplies,2014
Norderstedt,Germany,Central,Consumer,Economy Plus,Schleswig-Holstein,5,"Green Bar Message Books, 8.5 x 11",0.0,0.0,84,30,3,Office Supplies,Paper,2014
Florence,Italy,South,Consumer,Economy,Tuscany,5,"Ibico Binding Machine, Recycled",0.0,0.0,259,47,5,Office Supplies,Binders,2014
Florence,Italy,South,Consumer,Economy,Tuscany,5,"Smead Round Labels, Laser Printer Compatible",0.0,0.0,21,7,3,Office Supplies,Labels,2014
Erftstadt,Germany,Central,Corporate,Economy,North Rhine-Westphalia,5,"Boston Pens, Blue",0.0,0.0,57,1,4,Office Supplies,Art,2014
Erftstadt,Germany,Central,Corporate,Economy,North Rhine-Westphalia,5,"Acco Binding Machine, Economy",0.0,0.0,102,30,2,Office Supplies,Binders,2014
Erftstadt,Germany,Central,Corporate,Economy,North Rhine-Westphalia,5,"Hon File Folder Labels, Alphabetical",0.0,0.0,25,10,3,Office Supplies,Labels,2014
Erftstadt,Germany,Central,Corporate,Economy,North Rhine-Westphalia,5,"Eldon File Cart, Blue",0.1,34.3,343,-31,3,Office Supplies,Storage,2014
Erftstadt,Germany,Central,Corporate,Economy,North Rhine-Westphalia,5,"Rogers Lockers, Industrial",0.1,57.3,573,178,3,Office Supplies,Storage,2014
Munich,Germany,Central,Home Office,Priority,Bavaria,3,"Acco Index Tab, Economy",0.0,0.0,50,23,5,Office Supplies,Binders,2014
Ipswich,United Kingdom,North,Corporate,Economy,England,6,"Eldon Trays, Blue",0.0,0.0,144,26,3,Office Supplies,Storage,2014
Ghent,Belgium,Central,Consumer,Economy,East Flanders,4,"Stockwell Paper Clips, Metal",0.0,0.0,27,11,2,Office Supplies,Fasteners,2014
Cesena,Italy,South,Consumer,Economy,Emilia-Romagna,6,"Tenex Folders, Wire Frame",0.4,32.0,80,11,6,Office Supplies,Storage,2014
Vienna,Austria,Central,Consumer,Priority,Vienna,2,"Wilson Jones Hole Reinforcements, Recycled",0.0,0.0,10,2,2,Office Supplies,Binders,2014
Venice,Italy,South,Consumer,Economy,Veneto,5,"Binney & Smith Sketch Pad, Fluorescent",0.0,0.0,95,5,2,Office Supplies,Art,2014
Venice,Italy,South,Consumer,Economy,Veneto,5,"Boston Highlighters, Blue",0.0,0.0,57,14,3,Office Supplies,Art,2014
Marano di Napoli,Italy,South,Consumer,Immediate,Campania,0,"Eaton Computer Printout Paper, 8.5 x 11",0.0,0.0,123,56,4,Office Supplies,Paper,2014
Hanover,Germany,Central,Corporate,Immediate,Lower Saxony,0,"Sanford Pencil Sharpener, Water Color",0.5,13.0,26,-13,2,Office Supplies,Art,2014
Hanover,Germany,Central,Corporate,Immediate,Lower Saxony,0,"Sanford Sketch Pad, Fluorescent",0.5,58.5,117,-7,5,Office Supplies,Art,2014
Hanover,Germany,Central,Corporate,Immediate,Lower Saxony,0,"Apple Smart Phone, with Caller ID",0.5,1438.0,2876,-1783,9,Technology,Phones,2014
Saint-Michel-sur-Orge,France,Central,Consumer,Economy,Ile-de-France,4,"Advantus Paper Clips, Assorted Sizes",0.0,0.0,11,2,1,Office Supplies,Fasteners,2014
Munich,Germany,Central,Consumer,Economy,Bavaria,7,"Eldon Trays, Blue",0.1,4.3,43,4,1,Office Supplies,Storage,2014
Dundee,United Kingdom,North,Consumer,Economy,Scotland,4,"Avery Binder Covers, Clear",0.0,0.0,32,7,3,Office Supplies,Binders,2014
Oxford,United Kingdom,North,Consumer,Economy,England,4,"Eldon Lockers, Industrial",0.0,0.0,397,194,2,Office Supplies,Storage,2014
Oxford,United Kingdom,North,Consumer,Economy,England,4,"Brother Fax and Copier, Color",0.0,0.0,772,185,4,Technology,Copiers,2014
Berlin,Germany,Central,Home Office,Economy,Berlin,6,"Motorola Headset, Full Size",0.1,94.8,948,126,13,Technology,Phones,2014
Milan,Italy,South,Consumer,Economy,Lombardy,4,"Ames Manila Envelope, Set of 50",0.0,0.0,99,8,4,Office Supplies,Envelopes,2014
Milan,Italy,South,Consumer,Economy,Lombardy,4,"Sharp Ink, High-Speed",0.0,0.0,368,29,3,Technology,Copiers,2014
Frederiksberg,Denmark,North,Consumer,Economy,Hovedstaden,4,"Cardinal Binder, Recycled",0.5,10.5,21,-12,3,Office Supplies,Binders,2014
Augsburg,Germany,Central,Consumer,Economy,Bavaria,6,"Acco Index Tab, Durable",0.0,0.0,27,6,3,Office Supplies,Binders,2014
Augsburg,Germany,Central,Consumer,Economy,Bavaria,6,"OIC Paper Clips, Assorted Sizes",0.0,0.0,36,9,3,Office Supplies,Fasteners,2014
Dormagen,Germany,Central,Consumer,Immediate,North Rhine-Westphalia,0,"Wilson Jones Index Tab, Clear",0.0,0.0,24,2,4,Office Supplies,Binders,2014
Parla,Spain,South,Consumer,Economy Plus,Madrid,2,"Avery Hole Reinforcements, Recycled",0.0,0.0,24,10,5,Office Supplies,Binders,2014
Capelle aan den IJssel,Netherlands,Central,Consumer,Economy,South Holland,4,"Bush Library with Doors, Pine",0.5,274.5,549,-428,3,Furniture,Bookcases,2014
Capelle aan den IJssel,Netherlands,Central,Consumer,Economy,South Holland,4,"Sanford Pens, Blue",0.5,16.5,33,-17,6,Office Supplies,Art,2014
Capelle aan den IJssel,Netherlands,Central,Consumer,Economy,South Holland,4,"Green Bar Memo Slips, Multicolor",0.5,14.0,28,-8,3,Office Supplies,Paper,2014
Vienna,Austria,Central,Consumer,Economy,Vienna,4,"Safco Floating Shelf Set, Mobile",0.0,0.0,399,48,2,Furniture,Bookcases,2014
Vienna,Austria,Central,Consumer,Economy,Vienna,4,"BIC Markers, Water Color",0.0,0.0,89,31,3,Office Supplies,Art,2014
Vienna,Austria,Central,Consumer,Economy,Vienna,4,"Hon Round Labels, Adjustable",0.0,0.0,23,8,5,Office Supplies,Labels,2014
Vienna,Austria,Central,Consumer,Economy,Vienna,4,"Smead File Cart, Blue",0.0,0.0,1147,11,9,Office Supplies,Storage,2014
Berlin,Germany,Central,Consumer,Economy,Berlin,5,"Boston Pens, Blue",0.1,2.6,26,-2,2,Office Supplies,Art,2014
Berlin,Germany,Central,Consumer,Economy,Berlin,5,"Hewlett Personal Copier, Digital",0.1,64.8,648,57,5,Technology,Copiers,2014
Lons-le-Saunier,France,Central,Consumer,Economy,Bourgogne-Franche-Comté,4,"Konica Receipt Printer, Durable",0.15,62.4,416,68,4,Technology,Machines,2014
Schiedam,Netherlands,Central,Consumer,Economy Plus,South Holland,3,"Motorola Audio Dock, Cordless",0.5,132.0,264,-127,3,Technology,Phones,2014
Colmar,France,Central,Consumer,Economy Plus,Alsace-Champagne-Ardenne-Lorraine,5,"SAFCO Executive Leather Armchair, Red",0.1,124.6,1246,-125,3,Furniture,Chairs,2014
Colmar,France,Central,Consumer,Economy Plus,Alsace-Champagne-Ardenne-Lorraine,5,"Boston Markers, Fluorescent",0.0,0.0,83,12,3,Office Supplies,Art,2014
Colmar,France,Central,Consumer,Economy Plus,Alsace-Champagne-Ardenne-Lorraine,5,"Ibico 3-Hole Punch, Clear",0.0,0.0,209,84,7,Office Supplies,Binders,2014
Glasgow,United Kingdom,North,Consumer,Economy,Scotland,5,"Rogers Lockers, Blue",0.0,0.0,1058,74,5,Office Supplies,Storage,2014
Langenhagen,Germany,Central,Consumer,Economy,Lower Saxony,5,"Sanford Canvas, Blue",0.0,0.0,253,73,5,Office Supplies,Art,2014
Langenhagen,Germany,Central,Consumer,Economy,Lower Saxony,5,"Rogers Lockers, Blue",0.1,57.1,571,-19,3,Office Supplies,Storage,2014
Langenhagen,Germany,Central,Consumer,Economy,Lower Saxony,5,"Apple Smart Phone, Full Size",0.0,0.0,1913,536,3,Technology,Phones,2014
Erfurt,Germany,Central,Consumer,Economy,Thuringia,5,"SAFCO Executive Leather Armchair, Adjustable",0.1,83.5,835,-28,2,Furniture,Chairs,2014
Copenhagen,Denmark,North,Consumer,Economy,Hovedstaden,4,"Tenex Lockers, Wire Frame",0.5,305.0,610,-232,6,Office Supplies,Storage,2014
Copenhagen,Denmark,North,Consumer,Economy,Hovedstaden,4,"Stiletto Letter Opener, High Speed",0.5,41.5,83,-55,6,Office Supplies,Supplies,2014
Hamburg,Germany,Central,Consumer,Economy,Hamburg,4,"Ibico Binding Machine, Economy",0.0,0.0,103,9,2,Office Supplies,Binders,2014
Foggia,Italy,South,Consumer,Economy Plus,Apulia,5,"Stanley Pencil Sharpener, Fluorescent",0.0,0.0,124,40,5,Office Supplies,Art,2014
Hasselt,Belgium,Central,Consumer,Economy Plus,Limburg,3,"Acme Trimmer, Steel",0.0,0.0,308,68,7,Office Supplies,Supplies,2014
Lugo,Spain,South,Corporate,Economy,Galicia,6,"HP Personal Copier, Color",0.0,0.0,377,83,3,Technology,Copiers,2014
